request_rate,time_gap_ms,failed_logins,packet_size_kb,payload_entropy,label
12.2,108.87,4,0.45,8.12,Attack
3.71,662.86,1,2.31,4.08,Normal
0.82,740.09,2,2.84,3.74,Normal
12.62,133.96,9,0.41,7.63,Attack
1.24,331.32,0,8.98,3.53,Normal
2.59,1016.83,1,9.26,3.55,Normal
1.3,1011.23,1,4.15,3.07,Normal
15.58,117.24,8,1.02,7.02,Attack
4.03,859.61,1,4.62,3.88,Normal
16.31,118.45,13,0.32,6.48,Attack
11.48,50.09,11,1.43,7.39,Attack
1.91,1058.37,1,2.42,4.27,Normal
1.33,344.71,1,8.65,2.5,Normal
2.53,572.24,2,4.02,5.0,Normal
16.99,42.31,7,1.15,7.25,Attack
0.74,1068.1,1,1.78,4.15,Normal
1.1,673.79,2,6.34,3.13,Normal
4.97,456.74,0,1.28,4.51,Normal
0.61,1047.28,0,1.11,3.38,Normal
24.53,77.29,11,1.1,6.82,Attack
3.21,531.34,0,4.73,4.5,Normal
16.07,43.35,12,1.16,7.81,Attack
2.87,201.44,2,6.55,4.66,Normal
8.84,65.2,6,1.35,7.71,Attack
1.91,218.7,1,1.1,2.68,Normal
1.1,854.97,2,9.25,4.55,Normal
4.85,712.8,2,6.7,4.88,Normal
1.31,784.82,0,9.22,2.97,Normal
4.36,1119.84,2,2.2,3.54,Normal
19.64,92.34,10,0.91,8.36,Attack
3.54,799.6,0,4.12,3.32,Normal
3.85,1175.12,0,6.48,4.38,Normal
4.6,752.28,0,1.13,4.73,Normal
4.92,296.62,1,8.94,3.62,Normal
2.78,368.13,1,6.08,3.35,Normal
3.32,885.82,0,3.36,4.25,Normal
14.54,147.16,15,0.94,6.05,Attack
1.87,663.81,1,9.87,4.33,Normal
16.79,120.89,12,0.48,6.81,Attack
10.23,89.27,15,0.7,6.36,Attack
4.62,690.76,2,6.81,4.97,Normal
24.65,94.35,14,0.43,7.95,Attack
1.67,868.08,2,4.97,3.58,Normal
13.45,88.28,8,0.33,7.28,Attack
14.06,63.2,12,0.46,6.64,Attack
3.76,886.29,1,1.12,4.06,Normal
16.88,28.64,10,1.2,6.21,Attack
2.96,792.49,0,9.8,2.94,Normal
2.01,1060.96,2,6.22,3.08,Normal
3.22,425.58,2,7.22,4.6,Normal
12.24,72.36,10,1.24,6.61,Attack
22.65,143.41,14,0.7,7.58,Attack
3.97,438.24,1,9.29,2.56,Normal
1.7,454.04,1,7.47,3.03,Normal
14.45,55.11,14,1.23,6.34,Attack
13.78,147.33,8,0.25,7.21,Attack
1.7,263.77,0,7.31,2.92,Normal
11.75,61.4,14,1.33,6.48,Attack
2.66,846.7,2,5.37,2.73,Normal
14.06,20.13,9,1.25,8.74,Attack
19.45,106.95,7,1.06,8.2,Attack
3.84,586.64,0,9.65,4.64,Normal
19.51,31.43,9,0.28,6.09,Attack
12.08,127.12,8,1.37,8.72,Attack
1.16,855.56,2,3.33,2.89,Normal
17.7,137.91,5,0.35,7.89,Attack
3.81,337.28,1,8.34,3.87,Normal
4.87,820.61,1,2.52,3.9,Normal
2.37,382.2,1,9.54,3.01,Normal
2.87,654.35,1,9.35,4.05,Normal
12.75,135.38,14,0.28,8.96,Attack
4.86,323.85,0,5.75,3.61,Normal
17.5,57.35,6,0.88,8.82,Attack
16.77,72.76,14,1.49,8.64,Attack
17.59,139.24,14,0.94,7.39,Attack
1.42,225.35,1,5.98,4.54,Normal
9.43,80.01,10,0.93,6.39,Attack
2.82,821.39,0,6.98,3.73,Normal
10.62,130.69,11,1.22,7.9,Attack
17.96,56.01,7,0.68,8.23,Attack
15.68,144.22,14,0.5,7.11,Attack
1.78,765.7,0,4.72,4.48,Normal
14.11,21.19,15,0.65,8.06,Attack
0.71,1121.74,2,1.7,4.51,Normal
13.3,92.07,14,0.93,6.44,Attack
4.35,992.62,2,4.38,4.76,Normal
3.35,1068.75,1,5.03,4.93,Normal
21.41,71.4,4,1.32,6.79,Attack
0.53,494.67,2,6.82,3.69,Normal
20.28,141.06,15,0.99,7.13,Attack
2.67,1041.17,1,8.07,3.18,Normal
2.28,533.14,2,4.48,3.42,Normal
12.25,107.15,14,0.18,8.46,Attack
4.93,277.47,2,3.92,2.52,Normal
18.9,130.81,9,0.49,7.76,Attack
0.82,597.58,2,7.38,2.27,Normal
4.73,642.32,2,3.17,4.84,Normal
17.64,116.38,10,0.74,8.49,Attack
19.67,41.46,11,1.48,8.89,Attack
14.88,53.02,12,0.63,7.5,Attack
3.94,979.44,0,6.83,4.96,Normal
21.27,130.75,5,0.39,7.08,Attack
20.06,90.21,8,1.34,8.23,Attack
19.55,58.26,10,1.37,7.69,Attack
23.47,74.37,7,0.52,7.78,Attack
0.99,938.58,0,1.39,3.86,Normal
23.82,81.71,12,0.86,6.85,Attack
15.3,117.79,8,1.27,6.25,Attack
14.11,86.24,15,0.71,7.78,Attack
20.51,36.28,9,1.41,6.72,Attack
4.9,1119.56,1,6.68,2.85,Normal
13.32,96.11,10,1.12,7.87,Attack
21.8,76.12,13,1.0,7.68,Attack
2.04,311.55,2,8.48,4.48,Normal
1.19,831.15,2,8.09,2.01,Normal
12.84,120.67,8,0.35,6.66,Attack
12.33,27.91,11,0.28,8.86,Attack
8.3,67.48,14,1.47,6.81,Attack
11.26,101.34,11,0.36,8.43,Attack
14.46,46.37,14,0.16,8.26,Attack
12.2,63.14,9,1.02,6.11,Attack
2.5,727.5,1,6.48,4.41,Normal
2.55,697.06,2,2.01,4.31,Normal
11.1,146.63,11,1.29,7.57,Attack
3.32,345.26,0,4.58,3.47,Normal
10.71,99.73,12,0.2,6.6,Attack
3.21,587.24,1,4.8,2.61,Normal
9.58,41.08,12,1.31,8.61,Attack
2.74,356.32,1,3.23,4.27,Normal
18.61,124.55,7,1.3,7.9,Attack
10.93,91.72,8,1.31,6.28,Attack
22.75,57.54,11,0.63,7.81,Attack
3.62,666.49,2,1.82,3.01,Normal
1.78,670.21,0,3.9,3.74,Normal
2.16,981.29,1,2.35,2.58,Normal
4.95,985.58,2,1.71,4.36,Normal
0.6,246.43,1,5.16,2.27,Normal
2.88,996.75,2,6.3,4.29,Normal
19.14,75.13,11,0.86,8.96,Attack
10.53,92.12,15,1.23,6.56,Attack
1.89,204.93,1,6.84,4.51,Normal
11.07,78.2,14,0.76,8.85,Attack
1.51,699.4,1,1.32,3.68,Normal
20.57,66.85,7,0.62,6.8,Attack
20.53,79.37,6,1.04,6.56,Attack
8.94,50.1,9,0.48,7.51,Attack
21.49,113.94,7,0.67,6.51,Attack
8.73,128.6,15,0.92,7.14,Attack
3.37,631.02,2,6.69,4.18,Normal
11.74,92.14,5,1.13,6.47,Attack
2.47,900.72,0,1.33,2.79,Normal
4.32,1199.0,1,9.82,4.59,Normal
0.87,263.19,0,7.83,2.44,Normal
10.53,31.71,10,0.38,6.46,Attack
15.23,125.17,11,0.71,6.5,Attack
9.75,72.66,9,0.4,8.16,Attack
2.13,980.27,2,1.03,2.35,Normal
3.55,500.83,1,3.02,3.58,Normal
8.09,94.09,12,0.56,8.93,Attack
16.0,65.43,8,1.25,8.7,Attack
3.46,519.55,0,8.22,3.43,Normal
4.76,512.43,2,2.54,4.1,Normal
17.33,119.52,5,0.49,6.19,Attack
4.21,1190.19,2,1.59,3.71,Normal
1.33,1073.45,1,8.1,4.88,Normal
3.61,258.41,1,5.09,4.0,Normal
1.48,1055.97,1,7.54,2.3,Normal
2.78,847.36,2,5.83,3.34,Normal
0.7,491.38,0,8.01,4.81,Normal
1.29,382.67,1,3.6,2.61,Normal
20.02,103.19,15,0.78,7.17,Attack
24.66,39.59,14,0.41,8.43,Attack
14.03,35.45,4,0.44,7.93,Attack
4.64,909.85,2,9.31,3.69,Normal
21.85,27.67,7,0.75,6.03,Attack
4.86,782.59,1,4.35,4.69,Normal
13.52,26.02,7,1.44,8.46,Attack
12.82,113.29,12,0.77,6.16,Attack
14.42,26.15,5,0.12,8.62,Attack
20.27,69.29,7,0.15,6.46,Attack
2.85,267.43,2,7.39,4.66,Normal
1.32,274.34,1,8.85,4.0,Normal
3.32,1041.94,0,5.29,2.99,Normal
11.44,93.24,11,0.28,8.64,Attack
2.82,565.13,2,8.25,4.63,Normal
0.67,306.12,1,1.01,4.97,Normal
4.95,353.55,1,1.05,3.27,Normal
1.44,372.38,2,9.45,3.86,Normal
16.46,29.16,5,0.97,6.64,Attack
0.53,992.78,2,8.4,4.92,Normal
13.41,41.94,10,0.25,6.15,Attack
1.19,954.08,2,8.62,3.67,Normal
2.44,259.97,1,8.82,2.08,Normal
16.6,123.34,14,0.75,7.59,Attack
1.02,961.4,1,4.29,3.71,Normal
1.64,1022.36,0,5.08,3.98,Normal
8.65,110.95,12,0.2,7.98,Attack
9.93,75.33,7,0.59,6.72,Attack
3.74,208.05,1,6.94,3.26,Normal
17.58,68.41,6,0.51,8.14,Attack
11.63,76.36,13,0.56,7.4,Attack
2.88,612.42,2,5.39,3.8,Normal
3.03,752.84,1,7.13,3.94,Normal
23.23,115.71,8,0.16,7.53,Attack
20.81,147.84,7,1.48,6.05,Attack
4.49,411.96,2,9.41,4.6,Normal
2.68,567.67,2,8.35,4.86,Normal
3.37,1159.39,0,8.08,3.32,Normal
21.36,118.58,9,0.47,7.23,Attack
24.16,83.93,4,0.97,7.41,Attack
3.69,490.65,1,2.72,3.88,Normal
4.98,501.77,1,9.22,4.33,Normal
1.69,675.02,2,8.83,3.57,Normal
4.57,592.85,0,9.13,3.19,Normal
4.14,1169.25,1,4.6,4.61,Normal
1.15,1187.16,2,9.09,4.35,Normal
8.67,102.42,5,0.52,6.92,Attack
2.6,1170.38,2,2.68,3.51,Normal
19.37,43.84,5,0.84,6.53,Attack
1.67,967.82,2,9.19,2.19,Normal
22.81,128.29,4,1.29,7.41,Attack
15.91,53.02,15,1.01,7.56,Attack
20.93,70.37,8,0.52,7.42,Attack
18.09,147.66,10,0.91,7.62,Attack
17.36,62.78,13,0.67,6.09,Attack
3.35,1052.77,1,5.01,4.94,Normal
3.23,847.4,0,4.36,4.23,Normal
20.48,96.72,7,0.86,8.59,Attack
2.95,781.6,2,6.82,4.76,Normal
2.47,976.3,0,7.04,4.56,Normal
3.55,394.92,1,1.68,2.35,Normal
22.84,76.3,10,1.25,7.17,Attack
21.09,80.76,14,1.07,7.15,Attack
13.59,91.66,15,1.21,6.29,Attack
21.3,35.32,9,0.28,8.9,Attack
23.27,148.93,12,0.51,8.83,Attack
2.88,1081.99,1,4.12,2.64,Normal
13.12,129.62,9,1.47,7.26,Attack
3.45,995.78,0,8.75,4.01,Normal
21.13,126.4,8,0.1,7.28,Attack
19.27,143.91,14,1.1,8.4,Attack
3.64,559.21,2,6.17,2.08,Normal
0.57,961.7,0,2.35,2.39,Normal
15.14,99.51,9,0.64,6.44,Attack
2.1,1099.88,1,9.82,3.55,Normal
2.83,622.95,2,6.95,3.84,Normal
1.83,543.61,1,3.47,4.5,Normal
1.1,455.72,1,5.92,3.4,Normal
3.31,597.74,1,8.27,3.22,Normal
23.28,46.08,9,0.4,8.94,Attack
17.42,62.14,7,0.7,7.48,Attack
16.38,74.15,5,1.32,7.01,Attack
13.44,120.01,13,0.72,8.39,Attack
20.57,124.32,5,0.59,7.91,Attack
2.74,376.5,0,2.82,3.14,Normal
1.88,1091.51,2,8.93,4.5,Normal
4.19,562.86,1,3.65,2.28,Normal
2.53,982.78,2,7.01,4.82,Normal
2.47,1178.13,0,6.73,4.88,Normal
21.44,132.95,8,0.57,8.11,Attack
23.87,96.54,8,0.98,7.93,Attack
3.81,484.51,0,7.97,4.4,Normal
18.24,75.18,7,1.32,8.17,Attack
4.5,992.82,2,8.42,4.99,Normal
13.48,142.66,4,0.62,7.63,Attack
1.56,320.96,1,7.44,4.42,Normal
3.98,1032.93,1,1.81,2.28,Normal
1.61,280.53,0,7.86,3.38,Normal
4.8,241.55,2,2.29,2.23,Normal
9.8,43.99,11,1.31,8.34,Attack
14.45,114.79,11,0.51,6.79,Attack
20.13,94.62,12,0.21,6.64,Attack
1.18,877.92,1,6.05,3.01,Normal
11.93,57.83,9,0.76,6.15,Attack
3.3,780.62,0,5.62,2.41,Normal
2.37,866.03,0,9.06,3.88,Normal
12.48,43.18,14,0.71,6.34,Attack
22.13,100.03,9,0.24,8.0,Attack
19.7,114.18,15,1.22,8.84,Attack
4.9,1144.71,1,8.39,4.76,Normal
11.99,138.53,11,0.46,6.62,Attack
1.77,441.35,0,8.38,3.22,Normal
0.55,1097.03,1,7.9,2.42,Normal
11.76,34.32,12,0.27,8.9,Attack
1.14,897.02,0,1.25,4.94,Normal
3.99,500.15,2,3.76,4.53,Normal
22.28,48.24,6,0.6,6.01,Attack
3.02,709.71,1,2.4,3.79,Normal
10.42,25.83,14,1.49,7.56,Attack
17.41,70.73,4,0.72,8.33,Attack
2.0,1120.41,0,2.35,3.97,Normal
15.66,142.19,5,0.8,6.17,Attack
2.92,391.27,1,2.77,2.52,Normal
3.99,623.06,0,4.61,3.56,Normal
3.24,514.43,2,9.12,4.5,Normal
1.98,693.82,2,5.65,2.64,Normal
10.8,28.86,4,0.59,7.34,Attack
1.04,1038.13,0,7.35,4.04,Normal
19.72,91.31,4,1.11,7.96,Attack
3.94,849.52,2,2.62,4.86,Normal
3.65,303.61,1,7.79,4.2,Normal
10.37,141.64,8,1.48,7.56,Attack
3.58,308.39,2,7.92,2.66,Normal
3.19,409.26,0,7.81,4.81,Normal
18.1,77.31,10,0.67,8.87,Attack
17.54,119.21,7,0.39,8.45,Attack
4.17,1004.25,2,7.89,2.68,Normal
19.14,139.64,12,0.94,7.71,Attack
1.16,575.33,1,9.9,2.12,Normal
4.47,1036.38,0,8.69,2.86,Normal
23.96,131.2,10,1.09,7.17,Attack
22.66,98.41,13,1.06,7.44,Attack
4.9,954.63,1,2.37,2.42,Normal
1.14,285.84,2,2.19,4.73,Normal
1.03,1098.43,2,8.61,4.69,Normal
0.96,822.07,0,1.88,4.95,Normal
24.9,108.0,11,0.83,8.16,Attack
2.85,819.0,0,3.7,4.91,Normal
4.61,304.47,1,4.34,4.76,Normal
4.72,442.44,0,9.32,2.37,Normal
3.98,707.06,0,7.76,3.54,Normal
22.66,138.25,9,1.33,6.97,Attack
4.23,441.71,1,5.16,4.1,Normal
1.59,1121.59,1,8.8,3.81,Normal
16.23,32.56,8,0.89,6.01,Attack
9.89,136.4,8,0.4,8.69,Attack
18.3,79.13,8,0.49,7.75,Attack
3.35,939.14,0,9.71,2.76,Normal
1.01,832.88,0,3.45,4.32,Normal
19.26,68.28,7,0.66,6.67,Attack
17.82,78.35,8,0.83,6.7,Attack
21.51,142.51,5,0.56,6.63,Attack
8.7,69.89,11,0.41,6.72,Attack
16.37,132.22,4,0.79,6.46,Attack
1.01,726.74,0,1.98,2.16,Normal
22.2,89.11,5,1.12,8.85,Attack
15.84,123.79,11,0.41,8.14,Attack
3.6,888.22,1,8.44,3.11,Normal
3.65,383.03,0,3.07,2.54,Normal
4.9,929.64,1,6.54,3.26,Normal
15.91,76.48,4,1.18,7.54,Attack
4.92,729.97,0,4.81,2.09,Normal
13.66,32.57,12,0.26,8.66,Attack
1.22,286.26,1,5.62,2.55,Normal
13.48,59.32,6,0.24,6.52,Attack
9.58,40.54,7,0.88,6.51,Attack
3.73,1149.43,0,6.32,3.7,Normal
3.59,579.25,2,6.55,2.39,Normal
11.81,21.29,13,1.06,6.47,Attack
2.18,1014.9,2,1.75,2.23,Normal
17.83,87.97,4,0.74,8.32,Attack
4.62,1110.31,1,1.97,2.72,Normal
4.35,1096.43,2,4.16,4.12,Normal
1.57,1185.09,1,1.03,3.23,Normal
0.55,783.06,2,8.5,4.5,Normal
24.47,25.71,7,0.32,7.08,Attack
9.52,32.6,11,0.24,8.3,Attack
2.87,426.01,0,1.76,4.31,Normal
14.93,88.99,9,1.39,6.52,Attack
2.09,1155.13,1,4.95,3.76,Normal
12.37,112.62,11,0.78,6.27,Attack
18.95,88.04,15,0.97,6.37,Attack
4.19,957.46,1,7.91,2.17,Normal
4.51,324.69,0,6.44,2.53,Normal
0.71,419.93,0,2.06,3.96,Normal
3.43,659.58,1,8.68,3.26,Normal
17.09,44.72,14,0.88,8.44,Attack
3.14,1097.0,2,5.7,2.4,Normal
8.05,66.33,8,0.55,8.14,Attack
4.23,728.7,0,6.05,2.58,Normal
13.56,64.04,11,0.83,7.1,Attack
2.88,524.14,1,9.42,4.21,Normal
2.3,1112.19,0,4.88,2.18,Normal
0.75,1076.35,2,3.55,3.79,Normal
0.89,471.38,0,7.02,2.08,Normal
21.87,120.88,4,1.02,6.73,Attack
17.41,101.09,4,0.66,6.5,Attack
3.88,277.58,1,2.5,3.03,Normal
13.11,122.8,4,0.26,7.89,Attack
4.21,403.05,0,1.61,4.53,Normal
2.41,1075.9,2,3.92,2.66,Normal
4.24,291.18,1,7.54,4.39,Normal
3.87,925.74,1,1.87,2.66,Normal
21.06,129.86,6,0.17,8.71,Attack
3.35,509.31,0,5.61,3.14,Normal
1.42,545.09,1,3.13,3.19,Normal
16.78,63.39,10,0.79,6.53,Attack
11.48,44.92,11,0.27,6.89,Attack
1.41,571.13,1,3.32,2.39,Normal
2.0,355.94,0,6.18,2.08,Normal
1.32,442.57,0,1.34,2.26,Normal
20.97,46.34,10,0.13,8.11,Attack
13.53,90.25,4,0.79,6.38,Attack
8.26,116.93,4,1.43,7.84,Attack
1.57,768.53,2,9.09,3.67,Normal
3.55,414.04,0,2.32,3.1,Normal
0.8,1190.81,0,8.75,3.25,Normal
14.69,118.4,13,1.35,8.36,Attack
13.95,70.19,4,1.2,7.39,Attack
21.42,126.34,4,1.37,6.59,Attack
3.51,1120.2,1,3.45,2.3,Normal
9.25,102.24,4,0.4,8.07,Attack
3.48,1037.03,0,6.4,3.04,Normal
5.0,717.18,1,2.5,2.92,Normal
8.91,112.67,12,1.43,6.94,Attack
23.69,43.28,7,0.69,7.34,Attack
15.8,120.52,10,0.4,7.91,Attack
3.04,1033.1,1,1.55,4.91,Normal
1.04,751.07,2,6.17,3.72,Normal
22.28,42.68,9,1.37,8.22,Attack
19.27,79.21,15,1.07,8.53,Attack
2.8,750.83,1,7.34,4.4,Normal
23.47,145.85,10,1.07,7.63,Attack
21.05,72.61,6,1.42,7.38,Attack
21.08,84.68,14,0.93,6.89,Attack
4.65,330.32,0,9.26,4.43,Normal
12.07,27.2,4,0.62,7.59,Attack
20.79,121.7,14,1.32,8.73,Attack
14.42,63.73,11,0.89,8.7,Attack
17.23,45.3,9,0.41,6.9,Attack
4.66,1181.76,0,9.61,3.33,Normal
21.25,28.8,15,0.42,8.16,Attack
18.69,76.72,7,0.44,8.18,Attack
1.61,1135.82,0,2.05,2.72,Normal
4.33,432.07,0,5.63,2.61,Normal
17.28,46.14,11,0.5,8.44,Attack
2.85,755.95,0,3.57,3.91,Normal
0.78,434.9,0,1.08,4.91,Normal
0.84,1183.73,2,1.17,2.54,Normal
1.74,356.65,1,6.63,4.75,Normal
2.71,991.74,1,3.66,3.96,Normal
3.2,706.95,2,5.21,4.68,Normal
21.43,99.47,6,0.79,8.81,Attack
4.54,460.3,1,8.27,4.73,Normal
20.77,29.52,5,0.8,6.62,Attack
3.21,1146.96,0,2.08,3.43,Normal
2.84,977.65,1,4.77,2.68,Normal
4.97,297.67,0,7.07,2.88,Normal
2.96,823.08,1,6.86,3.86,Normal
12.37,114.21,12,0.42,7.67,Attack
17.11,105.12,7,1.37,8.41,Attack
21.82,32.9,12,1.17,8.15,Attack
8.14,115.28,9,0.81,8.61,Attack
1.81,782.01,2,6.93,3.08,Normal
2.03,333.71,2,4.19,2.59,Normal
0.92,872.0,1,4.46,4.86,Normal
12.44,58.81,5,1.47,7.59,Attack
13.4,46.22,15,0.93,7.91,Attack
4.45,847.41,1,1.07,3.39,Normal
1.68,264.82,1,5.58,2.64,Normal
0.61,1150.45,1,1.08,2.09,Normal
0.5,449.82,1,2.01,4.64,Normal
3.22,385.05,1,6.63,3.15,Normal
12.32,149.89,6,1.47,7.71,Attack
0.9,947.84,0,7.76,4.74,Normal
15.98,69.81,9,1.06,7.91,Attack
2.31,1108.37,0,6.75,3.92,Normal
9.46,105.49,6,1.1,6.92,Attack
0.97,608.39,1,5.55,2.26,Normal
21.99,80.54,14,0.18,8.24,Attack
14.2,124.56,14,0.74,7.83,Attack
1.55,593.65,1,1.98,3.58,Normal
20.27,55.51,10,1.01,8.94,Attack
4.53,757.62,2,8.3,3.38,Normal
8.11,68.72,12,0.2,7.02,Attack
20.73,133.4,13,1.27,7.48,Attack
11.16,40.06,9,1.48,7.4,Attack
24.63,28.48,13,0.34,8.04,Attack
3.59,1141.41,0,8.7,3.11,Normal
2.49,554.01,0,7.73,2.43,Normal
15.69,110.72,13,1.33,8.32,Attack
3.53,1044.23,2,8.13,3.29,Normal
4.48,245.24,2,9.95,4.69,Normal
19.63,99.79,15,0.46,8.26,Attack
1.81,641.4,2,2.56,4.35,Normal
8.98,90.11,6,0.72,6.67,Attack
4.53,1081.43,2,7.28,3.91,Normal
14.44,127.53,8,0.25,8.74,Attack
19.92,69.67,14,1.44,7.4,Attack
4.64,579.0,0,3.62,3.69,Normal
2.28,1156.17,1,4.34,2.82,Normal
15.68,102.48,7,0.48,7.15,Attack
2.14,1036.9,2,2.45,2.99,Normal
24.6,59.32,15,1.09,6.85,Attack
3.05,625.47,2,5.77,3.42,Normal
12.49,73.22,4,1.29,7.09,Attack
18.27,59.3,15,0.15,8.57,Attack
2.97,565.0,0,6.45,2.78,Normal
4.78,290.46,0,1.4,2.76,Normal
17.84,144.25,14,0.49,7.15,Attack
21.0,79.31,14,1.36,8.64,Attack
4.23,203.0,1,5.73,4.77,Normal
3.56,317.63,2,2.4,3.79,Normal
17.49,37.38,5,1.4,7.1,Attack
3.34,263.68,2,6.29,3.88,Normal
1.33,427.4,2,9.77,3.97,Normal
0.97,464.36,0,2.81,3.68,Normal
3.38,495.77,0,3.44,3.35,Normal
22.98,143.74,7,1.31,7.79,Attack
3.06,1100.0,1,7.83,4.88,Normal
2.71,897.23,2,3.04,3.59,Normal
1.5,262.06,2,7.86,3.08,Normal
23.95,147.1,7,0.23,7.92,Attack
1.43,950.58,1,9.63,4.66,Normal
11.37,115.85,10,0.64,8.69,Attack
4.52,348.65,2,1.08,2.21,Normal
3.4,236.7,0,2.68,3.4,Normal
9.35,22.99,11,0.66,8.83,Attack
4.66,477.0,0,6.12,3.12,Normal
3.82,870.63,0,2.0,3.9,Normal
4.01,386.25,1,8.36,4.1,Normal
8.51,71.12,9,1.36,8.71,Attack
1.32,368.17,2,8.62,3.79,Normal
19.63,23.03,13,0.24,6.74,Attack
4.37,258.12,1,8.56,4.84,Normal
21.64,26.85,14,0.76,6.79,Attack
4.81,689.64,1,3.63,2.99,Normal
14.93,55.91,6,1.35,8.98,Attack
17.94,139.68,5,1.35,8.02,Attack
0.56,785.49,1,1.61,4.26,Normal
2.13,229.16,0,6.77,2.53,Normal
4.82,887.21,0,4.86,2.42,Normal
12.42,72.86,4,0.11,6.89,Attack
3.98,1067.56,2,2.19,2.26,Normal
9.48,103.38,9,0.73,6.43,Attack
1.96,294.42,0,6.54,4.42,Normal
3.05,427.4,1,5.39,2.46,Normal
3.37,345.78,0,9.88,3.68,Normal
24.85,74.63,12,0.77,8.62,Attack
15.98,142.53,6,1.48,7.84,Attack
11.55,24.06,15,0.53,8.43,Attack
9.17,32.84,9,1.49,6.16,Attack
20.74,109.24,8,0.69,8.47,Attack
4.48,900.81,2,8.55,3.77,Normal
11.69,122.68,9,1.4,6.3,Attack
2.38,330.18,0,4.72,3.17,Normal
4.63,718.47,0,8.17,2.15,Normal
10.92,112.85,11,0.55,8.62,Attack
2.54,818.37,0,5.06,3.37,Normal
10.18,40.53,9,0.85,6.33,Attack
19.81,101.37,9,0.39,6.23,Attack
1.39,446.91,2,8.82,3.78,Normal
19.34,83.62,12,0.71,8.74,Attack
12.25,28.84,15,0.64,7.83,Attack
9.02,98.44,11,0.96,8.18,Attack
22.08,137.99,15,0.33,6.37,Attack
19.33,95.42,13,0.58,8.66,Attack
4.2,242.11,1,8.03,2.32,Normal
11.75,84.74,14,0.26,7.62,Attack
3.9,806.77,1,8.33,4.79,Normal
4.99,1169.17,1,9.62,4.03,Normal
2.47,869.9,2,7.8,4.15,Normal
1.27,1178.57,0,4.26,3.24,Normal
4.44,368.11,0,5.6,3.15,Normal
18.55,22.07,12,0.14,8.0,Attack
22.67,43.93,9,1.42,7.31,Attack
1.54,465.77,2,8.38,3.19,Normal
1.28,834.59,1,9.14,4.97,Normal
2.54,811.5,1,5.17,3.86,Normal
1.61,953.48,1,7.91,3.03,Normal
3.18,743.11,1,7.9,2.16,Normal
19.16,127.55,13,1.25,6.31,Attack
2.32,831.24,0,8.19,2.96,Normal
3.34,868.26,2,8.29,2.59,Normal
16.64,55.56,13,1.31,6.93,Attack
0.76,557.31,0,5.84,3.53,Normal
1.1,1185.02,2,8.43,4.32,Normal
12.63,60.94,7,1.42,8.62,Attack
8.7,47.89,11,0.52,7.18,Attack
3.43,946.27,0,5.5,4.79,Normal
16.57,53.87,9,0.89,6.43,Attack
1.24,377.56,1,1.47,3.38,Normal
18.66,39.71,8,1.12,8.18,Attack
19.48,52.77,4,0.35,6.56,Attack
3.46,591.15,1,1.11,3.8,Normal
3.13,857.41,1,3.34,3.12,Normal
12.65,132.71,11,0.51,6.86,Attack
1.04,202.23,2,9.65,4.8,Normal
0.96,833.97,2,7.3,3.94,Normal
1.47,787.0,1,4.04,3.64,Normal
2.71,956.98,0,7.73,3.91,Normal
19.44,52.13,8,1.2,6.37,Attack
22.27,106.92,4,0.37,8.82,Attack
18.35,86.76,5,1.29,7.11,Attack
2.4,708.42,1,9.62,4.63,Normal
12.77,116.76,5,1.38,6.2,Attack
4.82,907.82,0,3.51,4.42,Normal
16.29,77.41,9,0.47,7.26,Attack
3.46,1176.81,0,8.98,4.85,Normal
22.19,95.95,7,1.01,6.17,Attack
18.13,47.92,13,0.65,8.11,Attack
11.02,34.73,11,0.91,8.76,Attack
4.72,250.26,1,5.56,3.01,Normal
23.09,30.43,5,0.7,8.02,Attack
4.81,656.66,0,3.93,4.38,Normal
14.19,119.84,9,0.66,8.06,Attack
3.71,222.44,1,9.59,4.21,Normal
20.88,107.21,14,0.56,7.17,Attack
1.63,729.96,2,5.21,3.56,Normal
1.2,1091.07,1,8.89,3.03,Normal
2.45,320.3,1,6.29,4.65,Normal
4.55,863.59,2,1.91,2.6,Normal
12.87,26.73,7,0.35,7.45,Attack
4.83,968.18,0,9.66,2.01,Normal
4.11,200.04,2,6.31,4.34,Normal
20.32,98.04,15,1.14,7.1,Attack
10.09,105.28,15,0.8,6.49,Attack
24.53,93.91,10,0.3,6.28,Attack
14.33,75.08,4,1.48,8.88,Attack
0.81,722.77,0,1.88,3.45,Normal
2.17,1133.89,2,4.38,3.26,Normal
24.76,43.28,4,1.21,8.85,Attack
17.38,23.19,8,0.26,7.05,Attack
3.22,1110.68,2,7.7,3.06,Normal
4.57,965.13,0,6.82,4.66,Normal
4.34,890.49,1,2.91,4.62,Normal
4.87,804.67,1,2.79,2.6,Normal
4.57,781.44,0,5.93,3.28,Normal
2.09,854.53,2,4.0,4.81,Normal
3.47,895.8,1,6.57,2.98,Normal
9.6,22.44,4,0.11,8.73,Attack
17.2,119.58,8,0.65,8.29,Attack
17.22,64.91,7,1.26,8.12,Attack
23.3,142.61,11,0.91,7.58,Attack
2.39,1005.44,0,4.69,2.25,Normal
16.8,66.92,4,0.97,6.81,Attack
20.22,101.29,4,0.32,7.88,Attack
1.84,361.3,2,9.24,2.46,Normal
19.48,116.16,12,1.12,7.14,Attack
21.93,75.62,5,1.38,7.2,Attack
20.92,21.99,6,1.32,8.51,Attack
